0.52 1 0.00165 8.28E-5 -3.56E-4 1.58E+0
0.33 1 0.00165 5.82E-6 -2.78E-4 1.75E-1
0.20 1 0.00165 -4.86E-5 -2.26E-4 -2.45E+0
0.13 1 0.00165 -7.85E-5 -1.95E-4 -6.21E+0
-0.02 1 0.00165 -1.37E-4 -1.36E-4 7.37E+1
-0.16 1 0.00165 -1.98E-4 -7.55E-5 1.21E+1
-0.24 1 0.00165 -2.26E-4 -4.64E-5 9.51E+0
-0.37 1 0.00165 -2.75E-4 5.05E-6 7.49E+0
-0.47 1 0.00165 -3.22E-4 4.76E-5 6.85E+0
-0.56 1 0.00165 -3.55E-4 8.21E-5 6.31E+0

